trial 	#th 	256 	512 	1024 	2048 	4096 	8192 	16384 	32768
1	1	5.295064e-02	1.047600e-01	3.232455e-01	1.257886e+00	5.016952e+00	2.005076e+01	8.029019e+01	
2	1	5.883738e-02	1.620367e-01	4.121059e-01	1.260634e+00	5.019142e+00	2.005437e+01	8.019603e+01	
3	1	2.451957e-02	8.933146e-02	3.226867e-01	1.258593e+00	5.022000e+00	2.006451e+01	8.024374e+01	
4	1	2.181385e-02	8.754446e-02	4.937502e-01	1.273500e+00	5.017937e+00	2.018947e+01	8.018224e+01	
5	1	5.311194e-02	1.234101e-01	3.243905e-01	1.256036e+00	5.011467e+00	2.005274e+01	8.011734e+01	
6	1	2.249873e-02	8.786385e-02	3.192875e-01	1.257562e+00	5.013366e+00	2.003622e+01	8.018318e+01	
7	1	2.315203e-02	8.646035e-02	3.215262e-01	1.259481e+00	5.035071e+00	2.003761e+01	8.015101e+01	
8	1	2.429299e-02	8.848462e-02	3.184519e-01	1.264879e+00	5.017718e+00	2.002227e+01	8.049205e+01	
9	1	2.118507e-02	1.441659e-01	4.018359e-01	1.354174e+00	5.018957e+00	2.005078e+01	8.060729e+01	
10	1	2.326079e-02	8.561813e-02	3.189877e-01	1.258045e+00	5.016818e+00	2.006135e+01	8.023026e+01	

1	2	3.514271e-02	8.843621e-02	3.291142e-01	1.021493e+00	3.428604e+00	1.173687e+01	4.388712e+01	
2	2	3.038809e-02	7.910345e-02	3.199725e-01	9.942364e-01	3.105843e+00	1.152385e+01	4.156662e+01	
3	2	3.509425e-02	8.884430e-02	2.717385e-01	9.773359e-01	3.652871e+00	1.215508e+01	4.458278e+01	
4	2	3.782289e-02	1.046767e-01	2.564771e-01	7.446386e-01	3.386476e+00	1.132391e+01	4.329450e+01	
5	2	3.412146e-02	7.581327e-02	1.925837e-01	1.065091e+00	3.547101e+00	1.137525e+01	4.169630e+01	
6	2	3.594371e-02	8.802054e-02	2.345821e-01	9.129781e-01	3.174548e+00	1.061247e+01	4.352422e+01	
7	2	3.518233e-02	1.038602e-01	2.856640e-01	1.009174e+00	3.196725e+00	1.125790e+01	4.340512e+01	
8	2	3.266730e-02	1.029349e-01	2.727396e-01	8.674925e-01	3.277254e+00	1.073215e+01	4.352355e+01	
9	2	3.400175e-02	8.528575e-02	1.989309e-01	6.652544e-01	3.423940e+00	1.118290e+01	4.209186e+01	
